Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL4448978,,None,194.19,0,0.76,3,CC(=O)Nc1ccc(C(=O)NO)cc1,IC50,'=',1671,nM,5.78,,,UO_0000065,,,,,0,CHEMBL4416954,Inhibition of C-terminal His-tagged human HDAC3 (1 to 428 residues)/N-terminal GST tagged human NCOR2 (395 to 489) expressed in baculovirus infected sf9 insect cells pretreated with compound followed by Fluor de Lys deacetylase substrate addition by fluorescence method,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4414648,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860,,,
CHEMBL3086768,,None,250.3,0,1.02,SCA-SAHA hybrid,O=C(CCCC(=O)NCCc1ccccc1)NO,IC50,'=',5000,nM,5.3,,,UO_0000065,21.18,0.4,4.28,6.76,0,CHEMBL4430688,Inhibition of recombinant full length C-terminal His-tagged human HDAC3/GST-tagged human Ncor2 (395 to 489 residues) expressed in baculovirus expression system using fluorogenic substrate by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,,
CHEMBL4585688,,None,331.42,0,4.69,10a,C[C@H](Nc1ccccc1)c1ccc(C(=O)Nc2ccccc2N)cc1,IC50,'=',11000,nM,4.96,,,UO_0000065,14.96,0.27,0.27,7.38,0,CHEMBL4353988,Inhibition of human recombinant C-terminal His-tagged HDAC3/NCOR2 using Boc-Lys-(epsilon-Ac)-AMC as fluorogenic substrate incubated for 90 mins by fluorescence based assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4351000,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4176214,,None,483.57,0,4.52,6j,COc1cc2ccn(CCOc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)c2cc1OC,IC50,'=',29.7,nM,7.53,,,UO_0000065,15.57,0.29,3.01,6.78,0,CHEMBL4143551,Inhibition of C-terminal His-tagged/N-terminal GST-tagged full length recombinant human HDAC3/NcoR2 expressed in baculovirus infected Sf9 insect cells using KI 177 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4138235,1,Scientific Literature,Eur J Med Chem,2018,None,,,
CHEMBL4466067,,None,500.64,1,4.84,1d,Cc1cc(C)cc(C(=O)N(CCCCCC(=O)Nc2ccccc2N)CC(=O)NCc2ccccc2)c1,IC50,'=',250,nM,6.6,,,UO_0000065,13.19,0.24,1.76,6.32,0,CHEMBL4338445,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-acetyl)-AMC as substrate incubated for 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334526,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860,,,
CHEMBL4553076,,None,611.75,2,6.21,2e,CN(C)c1ccc(C(=O)N(CC(=O)NCc2ccccc2)Cc2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc2)cc1,IC50,'>',10000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4338445,Inhibition of human recombinant full length C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-acetyl)-AMC as substrate incubated for 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334526,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860,,,
CHEMBL3979179,,None,561.65,2,2.69,21f,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(N(C)C4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12,IC50,'=',43,nM,7.37,,,UO_0000065,,,,,0,CHEMBL3860993,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC substrate after 30 mins by fluorescence analysis,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3860059,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL4763061,,None,442.95,0,2.57,11,Cl.O=C(NO)c1cnc(N2CCC3(CCN(Cc4c[nH]c5ccccc45)C3)CC2)nc1,IC50,'=',3,nM,8.52,,,UO_0000065,,,,,0,CHEMBL4714012,Inhibition of human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 expressed in baculovirus infected Sf9 cells using Ac-peptide as substrate preincubated for 15 mins followed by substrate and trypsin addition and further incubated for 60 mins,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4706683,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR,
CHEMBL4078477,,None,362.41,0,3.97,RGFP966,Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1,IC50,'=',190,nM,6.72,,,UO_0000065,18.55,0.34,2.75,9.21,0,CHEMBL4679590,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4673384,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 1.25 hr,INHIBITOR,
CHEMBL4752737,,None,345.15,0,1.12,11b,O=C(O)CCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4679590,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4673384,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 1.25 hr,,
CHEMBL1818137,,None,317.14,0,0.64,9,O=C(NCCO)/C(Cc1ccc(O)c(Br)c1)=N/O,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4679590,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4673384,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 1.25 hr,,
CHEMBL4161404,,None,389.43,0,4.4,29,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)C2CC2c2ccccc2)cc1,IC50,'=',200,nM,6.7,,,UO_0000065,17.2,0.32,2.3,7.95,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4161650,,None,377.42,0,4.4,8,C[C@H](C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1,IC50,'=',230,nM,6.64,,,UO_0000065,17.59,0.32,2.24,7.88,0,CHEMBL4133866,Inhibition of human HDAC3/NCOR2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,
CHEMBL4534191,,None,283.38,0,2.94,24a,CCCNNC(=O)c1ccc(NCc2ccccc2)cc1,IC50,'=',6.12,nM,8.21,,,UO_0000065,28.98,0.53,5.27,15.45,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4457133,,None,505.54,0,2.4,13b,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NNCCN)cc1.O=C(O)C(F)(F)F,IC50,'=',5241,nM,5.28,,,UO_0000065,13.49,0.25,2.88,5.56,0,CHEMBL4346118,Inhibition of recombinant human C-terminal GST/His-tagged HDAC3 (1 to 428 residues) co-expressed with human N-terminal GST-tagged NCOR2 (395 to 489 residues) in baculovirus infected Sf9 cells using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,,
CHEMBL4798586,,None,435.28,0,2.25,12b,Nc1ccccc1NC(=O)CCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4679590,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4673384,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 1.25 hr,,
CHEMBL2047685,,None,374.19,0,0.93,10c,O=C(CCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O)NO,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4679590,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4673384,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 1.25 hr,,
CHEMBL4454646,,None,463.55,1,6.1,46,Cc1noc(C)c1-c1ccc2c(c1)c(Cc1ccc(F)cc1)cn2CCCCCCC(=O)NO,IC50,'=',5,nM,8.3,,,UO_0000065,17.91,0.33,2.2,10.34,1,CHEMBL4819310,Inhibition of C-terminal His-tagged human HDAC3 (1 to 428 residues)/N-terminal GST tagged human NCOR2 (395 to 489) expressed in baculovirus expression system using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4818986,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 1.25 hr,INHIBITOR,
CHEMBL3605506,,None,462.55,1,5.48,15k,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@H](c3ccccc3)[C@H](c3ccccc3)O2)cc1,IC50,'=',6,nM,8.22,,,UO_0000065,17.78,0.32,2.74,9.27,0,CHEMBL3606696,Inhibition of recombinant HDAC3/NCOR2 (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL4751300,,None,657.66,2,2.4,HD-TAC7; 7d,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)CCCCNC(=O)CNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1,IC50,'=',1100,nM,5.96,,,UO_0000065,9.06,0.17,3.56,2.85,0,CHEMBL4711177,Inhibition of human recombinant C-terminal His-tagged HDAC3 (1 to 428 residues)/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-Ac)-AMC as substrate measured after 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4706593,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 1.5 hr,INHIBITOR,
CHEMBL4240593,,None,474.6,1,5.14,28a; AFP-345,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccc(CCC(=O)NO)cc1,IC50,'=',2010,nM,5.7,,,UO_0000065,12,0.22,0.56,6.94,0,CHEMBL4235270,Inhibition of human full length C-terminal His-tagged HDAC3/N-terminal GST-tagged human NCOR2 (395 to 489 residues) expressed in baculovirus expression system using Ac-Leu-Gly-Lys(Ac)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4229504,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL3827281,,None,506.53,2,0.82,10w,COc1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cn1,IC50,'=',4.65,nM,8.33,,,UO_0000065,16.45,0.31,7.51,5.32,0,CHEMBL3829033,Inhibition of full length C-terminal His-tagged human recombinant HDAC3/NCOR2 (395 to 489 residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,
CHEMBL118,CELECOXIB,4,381.38,0,3.51,Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL4228699,,None,361.32,0,3.99,8,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(C(=O)NO)cc2)cc1,IC50,'=',736,nM,6.13,,,UO_0000065,16.97,0.32,2.14,9.13,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL4227770,,None,375.35,0,4.04,11a,Cc1ccc(-c2cc(C(F)(F)F)nn2Cc2ccc(C(=O)NO)cc2)cc1,IC50,'=',128,nM,6.89,,,UO_0000065,18.36,0.35,2.85,10.26,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL4228291,,None,321.38,0,3.33,11e,Cc1ccc(-c2cc(C)nn2Cc2ccc(C(=O)NO)cc2)cc1,IC50,'=',53,nM,7.28,,,UO_0000065,22.64,0.41,3.95,10.84,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL4227021,,None,292.27,0,0.84,16b,O=C(CCNC(=O)c1cc(-c2ccc(F)cc2)[nH]n1)NO,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4221575,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 (395 to 489 residues) expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL4862147,,None,517.52,2,6.82,14,CC(C)(C)Nc1c(-c2cccc(-c3nc4cc(-c5noc(C(F)(F)F)n5)ccc4[nH]3)c2)nc2ccccn12,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4813404,Inhibition of C-terminal His-tagged human recombinant full length HDAC3 (1 to 428 residues)/N-terminal GST-tagged human recombinant NCOR2 (395 to 489 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release using fluorogenic HDAC substrate 3 measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,,
CHEMBL2132717,,None,573.74,1,3.87,15; BRD8430,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(C(=O)Nc3ccccc3N)cc2)Oc2ccc(N(C)C)cc2CC1=O,IC50,'=',1300,nM,5.89,,,UO_0000065,10.26,0.19,2.02,5.29,0,CHEMBL4037030,Inhibition of human full length C-terminal His-tagged HDAC3/N-terminal GST-tagged human NCOR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 insect cells preincubated for 3 hrs followed by fluorophore conjugated MAZ1600 substrate addition measured every 5 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4033774,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4531117,,None,357.41,0,3.66,7d,O=C(/C=C/c1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4338811,Inhibition of human recombinant C-terminal His-tagged HDAC3/NCOR2 (395 to 489 residus) using Ac-peptide as substrate incubated for 60 mins by fluorometric method,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4334541,1,Scientific Literature,ACS Med Chem Lett,2020,None,,,
CHEMBL4456445,,None,391.32,0,3.94,22,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,IC50,'=',25800,nM,4.59,,,UO_0000065,11.73,0.22,0.65,6.11,0,CHEMBL4310912,Inhibition of full length recombinant human C-terminal His-tagged HDAC3/N-terminal GST-tagged NCOR2 co-expressed in baculovirus expression system using Ac-Arg-Gly-Lys(Ac) as substrate measured after 60 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,Tubastatin A,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL4845102,Inhibition of C-terminal His-tagged recombinant human HDAC3 (1 to 428 residues)/N-terminal GST-tagged recombinant human NCoR2 (395 to 489 residues) co-expressed in baculovirus infected Sf9 cells measured after 30 mins by fluorescence microplate reader assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4842385,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
CHEMBL4866673,,None,606.72,2,7.07,9i,COc1cc2c(NCc3ccc(-c4ccc(C(=O)NO)cc4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4835058,Inhibition of full length human C-terminal His-tagged HDAC3/human N-terminal GST-agged NCOR2 using fluorogenic acetylated peptide as substrate incubated for 30 mins by fluorescence plate reader assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens,PROTEIN COMPLEX,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,,
